PLAYER,HEIGHT,WEIGHT,MIN,FGA,FGA (LESS THAN 8FT),FGA (8-16 FT),FGA (16-24 FT),FGA (24+ FT),OFF BOX OUTS,DEF BOX OUTS,ISO %,ROLL-HANDLE %,ROLL-MAN %,POST-UP %,DIST MILES OFF,DIST MILES DEF,DFGA,TOUCHES,FRONT CT TOUCHES,TIME OF POSS,AVG SEC/TOUCH,AVG DRIB/TOUCH,ELBOW TOUCHES,POST UPS,PAINT TOUCHES
Jahlil Okafor,0.65,0.728476821,424,0.339622642,0.888888889,0.097222222,0,0.013888889,0.379372483,0.349056604,,,0.195,0.21,0.400943396,0.70754717,0.653422835,0.668817646,0.693752794,0.256410256,0.312893082,0.134416544,0.633369982,0.491819849,0.576627821
Jake Layman,0.55,0.324503311,505,0.354455446,0.463687151,0.067039106,0.067039106,0.402234637,0.106174213,0.221782178,,0.06,,,0.431683168,0.724752475,0.335364306,0.36277184,0.416371816,0.146084938,0.317610063,0.17577548,0.04692176,0.02465277,0.139571604
Jakob Poeltl,0.8,0.562913907,965,0.225906736,0.862385321,0.137614679,0,0,0.277813355,0.315025907,,,0.199,0.054,0.421761658,0.731606218,0.665338116,0.644715467,0.567335861,0.189109681,0.235849057,0.066469719,0.515653122,0.154814285,0.554647973
Jalen Brunson,0.2,0.198675497,1022,0.37964775,0.384020619,0.190721649,0.115979381,0.309278351,0.026231887,0.052837573,0.045,0.337,,,0.410958904,0.675146771,0.328541322,0.6829886,0.534052287,0.600273829,0.705974843,0.595273264,0.03091388,0.006090826,0.053879999
Jalen Lecque,0.35,0.165562914,26,0.384615385,0.4,0.1,0.1,0.4,0,0,,,,,0.423076923,0.769230769,0.359960552,0.318541833,0.494697078,0.149337842,0.383647799,0.271787297,0,0,0
Jalen McDaniels,0.65,0.298013245,293,0.23890785,0.542857143,0.1,0.014285714,0.328571429,0,0.109215017,,,,,0.436860068,0.723549488,0.420495318,0.452264173,0.429437292,0.172273688,0.295597484,0.147710487,0.040435988,0.063735403,0.15786656
Jamal Murray,0.35,0.364238411,1804,0.468957871,0.286052009,0.177304965,0.178486998,0.354609929,0.029721717,0.04767184,0.078,0.31,0.023,0.012,0.424611973,0.661862528,0.318167605,0.775320934,0.585571973,0.701656068,0.729559748,0.610044313,0.11383642,0.03105511,0.108665565
James Ennis III,0.45,0.364238411,1054,0.278937381,0.462585034,0.034013605,0.030612245,0.465986395,0.114459629,0.034155598,,0.046,,,0.411764706,0.722960152,0.290590181,0.335998168,0.378297766,0.117883382,0.284591195,0.122599705,0.052456806,0.002952953,0.200617628
James Harden,0.4,0.397350993,2241,0.618473896,0.391774892,0.049062049,0.004329004,0.554112554,0.011962958,0.086568496,0.458,0.187,,,0.330655957,0.588130299,0.434387121,0.762351202,0.374561981,0.91655184,0.966981132,0.867060561,0.03876995,0.062498237,0.055040788
James Johnson,0.5,0.529801325,620,0.346774194,0.506976744,0.060465116,0.009302326,0.409302326,0.021620152,0.196774194,0.068,0.153,0.153,,0.39516129,0.670967742,0.522332506,0.572265542,0.552908979,0.294340069,0.41509434,0.285081241,0.305748242,0.050200196,0.188288003
Jared Dudley,0.45,0.509933775,311,0.160771704,0.24,0,0.08,0.68,0.086202536,0.270096463,,,,,0.414790997,0.623794212,0.425014428,0.499588311,0.447737856,0.137333192,0.216981132,0.069423929,0.076191282,0.030023269,0.042494168
Jared Harper,0.05,0.099337748,8,0.5,0.5,0,0,0.5,0,0,,,,,0.25,0.5,,0.331283507,0.419417088,0.485347985,0.661949686,0.573116691,0,0,0
Jaren Jackson Jr.,0.7,0.543046358,1512,0.463624339,0.439372325,0.065620542,0.009985735,0.483594864,0.017730813,0.12962963,0.067,0.023,0.119,0.127,0.416666667,0.685185185,0.536816578,0.516863619,0.568839049,0.182326492,0.283018868,0.131462334,0.300372708,0.33141426,0.307375419
Jarred Vanderbilt,0.6,0.357615894,47,0.170212766,0.875,0,0,0.125,0,0.212765957,,,,,0.361702128,0.595744681,0.321876705,0.387672189,0.333153999,0.082612423,0.235849057,0.091580502,0.252079667,0,0.421777222
Jarrell Brantley,0.4,0.59602649,13,0,,,,,0,0,,,,,0.230769231,0.461538462,0.631163708,0.254833467,0.258102823,0,0.317610063,0.206794682,0,0.239416321,0
Jarrett Allen,0.7,0.549668874,1647,0.250758956,0.96125908,0.024213075,0.002421308,0.012106538,0.179052141,0.241651488,,,0.298,,0.391621129,0.653309047,0.635576728,0.492399529,0.504217264,0.129661878,0.212264151,0.048744461,0.52512771,0.017007717,0.730192745
Jarrett Culver,0.45,0.231788079,1506,0.377822045,0.539543058,0.056239016,0.015817223,0.386643234,0.02670218,0.033200531,0.061,0.208,,,0.405710491,0.683930943,0.306296183,0.53696085,0.48458548,0.332589058,0.5,0.35450517,0.078670281,0.014466723,0.137480579
Jarrod Uthoff,0.6,0.397350993,14,0.5,0.285714286,0.142857143,0,0.571428571,0,0.285714286,,,,,0.428571429,0.571428571,0.476190476,0.544251475,0.559222784,0.277341706,0.322327044,0.166912851,0.564178303,0.222315156,0.471988796
Javonte Green,0.35,0.298013245,414,0.236714976,0.704081633,0.051020408,0.010204082,0.234693878,0.032378006,0.096618357,,,,,0.400966184,0.734299517,0.301003344,0.406502467,0.347150376,0.15005928,0.287735849,0.147710487,0.162167193,0.007517904,0.164930062
Jaxson Hayes,0.7,0.397350993,951,0.247108307,0.953191489,0.029787234,0,0.004255319,0.070475785,0.256572029,,,0.297,,0.404837014,0.717139853,0.487206449,0.466792744,0.47924981,0.126568139,0.220125786,0.05465288,0.423578663,0.042546118,0.558180931
Jaylen Brown,0.45,0.417218543,1702,0.453584019,0.433937824,0.136010363,0.066062176,0.362694301,0.031502925,0.091656874,0.073,0.136,0.026,0.048,0.383666275,0.69800235,0.365633192,0.478434113,0.522751733,0.248662423,0.418238994,0.285081241,0.132260366,0.1060634,0.143648764
Jaylen Hoard,0.55,0.370860927,103,0.310679612,0.78125,0.09375,0.03125,0.09375,0,0.097087379,,,,,0.436893204,0.796116505,0.241473737,0.424557504,0.363766277,0.188484655,0.333333333,0.162481536,0.268395503,0,0.363538296
Jaylen Nowell,0.35,0.271523179,151,0.350993377,0.41509434,0.075471698,0.037735849,0.471698113,0,0.026490066,,0.175,,,0.417218543,0.728476821,0.310748854,0.478276851,0.496263928,0.231424205,0.385220126,0.267355982,0.209231688,0,0.116694802
Jayson Tatum,0.55,0.331125828,2043,0.544787078,0.389937107,0.148247978,0.084456424,0.375561545,0.019683545,0.068526676,0.152,0.249,0.029,0.056,0.388154674,0.651982379,0.270780777,0.654945709,0.631486521,0.382006638,0.468553459,0.307237814,0.172042625,0.137110669,0.133687804
Jeff Green,0.55,0.496688742,755,0.345695364,0.406130268,0.045977011,0.022988506,0.501915709,0.017754297,0.243708609,,0.048,0.083,0.056,0.353642384,0.656953642,0.465783664,0.408509861,0.422935377,0.149140043,0.297169811,0.134416544,0.146462182,0.045346403,0.183794312
Jeff Teague,0.3,0.231788079,1464,0.334016393,0.503067485,0.218813906,0.038854806,0.239263804,0,0.021857923,0.174,0.412,,,0.364754098,0.599726776,0.291789267,0.728416399,0.448447779,0.697521968,0.772012579,0.70901034,0.029673312,0.014881752,0.031594878
Jerami Grant,0.55,0.331125828,1676,0.332935561,0.446236559,0.094982079,0.068100358,0.388888889,0.0959749,0.14797136,0.045,0.029,0.119,0.076,0.397374702,0.662291169,0.37413561,0.458776264,0.477474823,0.155218687,0.270440252,0.100443131,0.157875671,0.148563827,0.237871839
Jeremiah Martin,0.25,0.165562914,16,0.3125,0.4,0,0.4,0.2,0,0,,,,,0.4375,0.625,0.3125,0.476220041,0.454368512,0.485347985,0.644654088,0.539143279,0,0,0
Jeremy Lamb,0.4,0.132450331,1291,0.371030209,0.311064718,0.175365344,0.183716075,0.32776618,0.020766064,0.01859024,0.073,0.35,,,0.394268009,0.692486445,0.329500089,0.518352195,0.55229206,0.297750275,0.463836478,0.283604136,0.055063103,0.007232561,0.069951347
Jeremy Pargo,0.25,0.390728477,44,0.5,0.363636364,0.181818182,0.136363636,0.318181818,0,0.227272727,,,,,0.431818182,0.727272727,0.256410256,0.730329549,0.457545914,0.705960706,0.808176101,0.782865583,0,0,0.050059418
Jerome Robinson,0.35,0.198675497,748,0.288770053,0.236111111,0.143518519,0.138888889,0.481481481,0.035840894,0.058823529,,0.251,,,0.421122995,0.745989305,0.356334842,0.4597223,0.402221735,0.25435349,0.440251572,0.353028065,0.026398717,0,0.023557373
Jevon Carter,0.2,0.264900662,754,0.271883289,0.229268293,0.087804878,0.112195122,0.56097561,0,0.039787798,0.045,0.228,,,0.399204244,0.75596817,0.313201387,0.493849684,0.424237974,0.365620233,0.59591195,0.491875923,0.057615026,0,0.058424785
Jimmy Butler,0.5,0.463576159,1851,0.390059427,0.51800554,0.220221607,0.101108033,0.153739612,0.115868131,0.084278768,0.098,0.359,0.021,0.065,0.406807131,0.683954619,0.32892823,0.698362098,0.603332199,0.618812126,0.712264151,0.521418021,0.217624694,0.274080597,0.273690604
Joe Chealey,0.35,0.198675497,33,0.212121212,0.285714286,0.142857143,0,0.571428571,0,0,,,,,0.454545455,0.787878788,0.128205128,0.762955955,0.576168929,0.588300588,0.647798742,0.46971935,0,0,0
Joe Harris,0.45,0.397350993,1946,0.362281603,0.395744681,0.036879433,0.043971631,0.523404255,0.041329376,0.09352518,,0.041,0.033,,0.445529291,0.669064748,0.353717026,0.484157396,0.54916482,0.17159271,0.284591195,0.147710487,0.11161801,0.006397558,0.093945012
Joe Ingles,0.5,0.397350993,1916,0.25782881,0.265182186,0.085020243,0.024291498,0.623481781,0,0.08559499,0.055,0.429,,,0.408141962,0.678496868,0.278090038,0.618822375,0.580821159,0.421513073,0.548742138,0.373707533,0.063897021,0.008122161,0.018393439
Joel Embiid,0.75,0.794701987,1329,0.527464259,0.383737518,0.2467903,0.139800285,0.22681883,0.26223992,0.258841234,0.082,,0.106,0.357,0.368698269,0.612490594,0.596554186,0.774739759,0.823896322,0.338903635,0.350628931,0.129985229,0.653750629,1,0.505490885
John Collins,0.6,0.496688742,1363,0.443873808,0.626446281,0.095867769,0.034710744,0.241322314,0.324540216,0.142333089,0.019,,0.28,0.081,0.404255319,0.682318415,0.549504299,0.673261419,0.600251602,0.205106705,0.245283019,0.078286558,0.428825181,0.159845086,0.620545797
John Henson,0.6,0.390728477,600,0.285,0.754385965,0.023391813,0.011695906,0.204678363,0.134044944,0.266666667,,,0.231,,0.375,0.656666667,0.572222222,0.514041575,0.587183923,0.161782662,0.251572327,0.0605613,0.519984336,0.088185012,0.649771242
John Konchar,0.4,0.331125828,167,0.209580838,0.714285714,0.028571429,0,0.257142857,0.080266433,0.023952096,,,,,0.413173653,0.682634731,0.39536312,0.491965926,0.462112241,0.186001623,0.320754717,0.1816839,0.189185539,0.018637199,0.369300614
Johnathan Motley,0.55,0.463576159,41,0.365853659,0.933333333,0,0,0.066666667,0,0.195121951,,,,,0.365853659,0.682926829,0.559724828,0.638326757,0.545583204,0.284106138,0.327044025,0.1816839,0.096323125,0.227737476,0.483500717
Johnathan Williams,0.6,0.450331126,135,0.185185185,0.64,0.16,0.12,0.04,0.297877653,0.148148148,,,,,0.414814815,0.696296296,0.237416904,0.34846117,0.364530407,0.115045448,0.235849057,0.066469719,0.409551657,0.023054905,0.456838538
Jonah Bolden,0.55,0.430463576,47,0.234042553,0.636363636,0,0,0.363636364,0,0.127659574,,,,,0.425531915,0.680851064,0.561920349,0.472255212,0.404544142,0.165224846,0.224842767,0.072378139,0.084026556,0.066221536,0.32804895
Jonas Valanciunas,0.7,0.695364238,1630,0.403067485,0.712328767,0.143074581,0.02435312,0.118721461,0.707230992,0.343558282,0.027,,0.186,0.234,0.384662577,0.655214724,0.546641498,0.68939488,0.67312583,0.233443448,0.273584906,0.075332349,0.494261728,0.536556946,0.713484903
Jonathan Isaac,0.7,0.463576159,949,0.339304531,0.444099379,0.167701863,0.105590062,0.282608696,0.127123761,0.13487882,0.027,0.04,0.047,0.047,0.421496312,0.680716544,0.414201183,0.608807625,0.454331682,0.188206595,0.25,0.097488922,0.212235673,0.098390269,0.243703382
Jordan Bell,0.55,0.370860927,256,0.26171875,0.671641791,0.119402985,0.029850746,0.179104478,0.209445225,0.1015625,,,0.171,,0.38671875,0.671875,0.516326122,0.625038804,0.541747072,0.197172619,0.256289308,0.076809453,0.462802514,0.121578601,0.516237745
Jordan Bone,0.3,0.132450331,53,0.377358491,0.15,0.3,0.05,0.5,0,0,,,,,0.377358491,0.566037736,0.058055152,0.550055634,0.64363377,0.366300366,0.511006289,0.316100443,0,0,0.041558762
Jordan Clarkson,0.35,0.225165563,1527,0.493123772,0.367861886,0.13811421,0.025232404,0.468791501,0.01755664,0.082514735,0.103,0.274,,,0.43156516,0.688932547,0.29477944,0.510050769,0.53798184,0.350899919,0.555031447,0.437223043,0.059484418,0.024459035,0.093758962
Jordan McLaughlin,0.1,0.165562914,590,0.301694915,0.533707865,0.033707865,0.005617978,0.404494382,0,0.040677966,0.045,0.357,,,0.428813559,0.708474576,0.323554976,0.833823742,0.532683398,0.704165891,0.676100629,0.58788774,0.020080923,0,0.041065692
Jordan McRae,0.4,0.125827815,785,0.466242038,0.338797814,0.172131148,0.144808743,0.338797814,0,0.010191083,0.097,0.327,,,0.378343949,0.65477707,0.306549077,0.573099366,0.667505412,0.370966613,0.518867925,0.404726736,0.020123557,0,0.047699929
Jordan Poole,0.35,0.225165563,1274,0.394034537,0.207171315,0.103585657,0.161354582,0.523904382,0,0.031397174,0.08,0.242,,,0.403453689,0.64678179,0.223805499,0.543991441,0.608824177,0.323057372,0.476415094,0.345642541,0.052697973,0.002443024,0.022475657
Josh Gray,0.15,0.132450331,23,0.086956522,1,0,0,0,0,0,,,,,0.391304348,0.782608696,0.239687848,0.648163383,0.753735057,0.506450072,0.517295597,0.432791728,0,0,0.095765843
Josh Hart,0.4,0.364238411,1563,0.307741523,0.261954262,0.047817048,0.014553015,0.675675676,0,0.081893794,,0.053,,,0.406269994,0.710172745,0.436619256,0.484525973,0.440794926,0.186314006,0.311320755,0.1816839,0.035373943,0.009956533,0.071870335
Josh Jackson,0.55,0.311258278,357,0.434173669,0.425806452,0.070967742,0.038709677,0.458064516,0.11264281,0.06162465,,0.117,,,0.392156863,0.700280112,0.337930044,0.471406223,0.452704159,0.228399052,0.380503145,0.251107829,0.033186959,0.017436483,0.141905128
Josh Magette,0.2,0,38,0.394736842,0.266666667,0.266666667,0.2,0.266666667,0,0.052631579,,,,,0.394736842,0.578947368,0.205802969,0.697438962,0.412058894,0.817428186,0.919811321,0.88478582,0,0,0
Josh Okogie,0.35,0.350993377,1547,0.25727214,0.552763819,0.057788945,0.002512563,0.386934673,0.086648315,0.021978022,0.018,0.046,,,0.388493859,0.749838397,0.35585832,0.370900474,0.426917975,0.1606323,0.350628931,0.225997046,0.048504017,0.004023804,0.175127064
Josh Reaves,0.35,0.357615894,1,1,0,1,0,0,0,0,,,,,1,0,,0.99385052,0.559222784,0,0.831761006,0.689807976,0,0,0
Josh Richardson,0.4,0.264900662,1474,0.389416554,0.263066202,0.198606272,0.165505226,0.3728223,0.027281875,0.02578019,0.028,0.318,,,0.42265943,0.689280868,0.33869116,0.549966581,0.597161915,0.389858897,0.56918239,0.434268833,0.096453821,0.008446166,0.079198482
Jrue Holiday,0.3,0.298013245,1922,0.484391259,0.515574651,0.100966702,0.037593985,0.343716434,0.027896971,0.087408949,0.103,0.319,0.01,0.011,0.409469303,0.673257024,0.387617066,0.752196266,0.580171817,0.537367593,0.573899371,0.47267356,0.12944986,0.022671056,0.119184129
Juan Toscano-Anderson,0.45,0.324503311,272,0.231617647,0.571428571,0.031746032,0.031746032,0.365079365,0.147843688,0.227941176,,,,,0.459558824,0.720588235,0.364347662,0.632118162,0.555110852,0.271223874,0.344339623,0.208271787,0.116154356,0.034328075,0.210544022
Juancho Hernangomez,0.6,0.357615894,834,0.29616307,0.441295547,0.028340081,0.008097166,0.518218623,0.144652817,0.139088729,,,0.094,,0.395683453,0.709832134,0.565086392,0.448066901,0.410364921,0.135012869,0.240566038,0.081240768,0.09470619,0.041051,0.205999906
Julius Randle,0.55,0.59602649,2080,0.483653846,0.536779324,0.155069583,0.080516899,0.227634195,0.225556396,0.134615385,0.151,0.044,0.095,0.151,0.384134615,0.636538462,0.362672584,0.701429117,0.70091048,0.378944773,0.433962264,0.246676514,0.430999675,0.454891011,0.302859477
Justin Anderson,0.4,0.470198675,17,0.352941176,0.5,0,0,0.5,0,0.117647059,,,,,0.411764706,0.705882353,0.286576169,0.389745302,0.328954579,0.228399052,0.305031447,0.11816839,0,0,0
Justin Holiday,0.45,0.132450331,1617,0.26716141,0.222222222,0.055555556,0.05787037,0.657407407,0.008289731,0.138528139,,0.051,,,0.413729128,0.707482993,0.399441828,0.388238865,0.375236067,0.122462571,0.254716981,0.110782866,0.068385249,0.001924807,0.087178306
Justin Jackson,0.5,0.397350993,929,0.334768568,0.331189711,0.167202572,0.01607717,0.485530547,0.01442895,0.105489774,,0.07,0.029,,0.398277718,0.648008611,0.348458502,0.446822642,0.443646062,0.1504631,0.272012579,0.134416544,0.080770414,0.006700564,0.116176646
Justin James,0.5,0.198675497,218,0.357798165,0.371794872,0.179487179,0.115384615,0.320512821,0,0.036697248,,,,,0.399082569,0.770642202,0.318160433,0.378392629,0.39761253,0.178109352,0.378930818,0.220088626,0,0.01427712,0.101037357
Justin Patton,0.7,0.536423841,24,0.416666667,0.5,0,0.1,0.4,0,0.416666667,,,,,0.416666667,0.666666667,0.635683761,0.717780931,0.768931328,0.161782662,0.242138365,0.070901034,0.493656015,0.129683841,0.367102397
Justin Robinson,0.2,0.231788079,49,0.244897959,0,0.083333333,0.5,0.416666667,0,0.12244898,,,,,0.306122449,0.530612245,0.361067504,0.446218601,0.308143167,0.396202437,0.713836478,0.65140325,0,0,0
Justin Wright-Foreman,0.15,0.198675497,2,0,,,,,0,1,,,,,0,1,0.576923077,0,0,0,0,0,0,0,0
Justise Winslow,0.45,0.410596026,352,0.366477273,0.542635659,0.170542636,0.07751938,0.209302326,0.03808095,0.068181818,,0.303,,,0.411931818,0.653409091,0.348557692,0.698330574,0.470255523,0.540501166,0.625786164,0.499261448,0.067316729,0.088420801,0.168950535
Juwan Morgan,0.5,0.476821192,74,0.22972973,0.705882353,0,0,0.294117647,0.181141816,0.297297297,,,,,0.405405405,0.675675676,0.51975052,0.358144332,0.362739103,0.104940105,0.188679245,0.050221566,0,0,0.327415651
KZ Okpala,0.55,0.364238411,26,0.192307692,0.8,0,0,0.2,0,0.076923077,,,,,0.307692308,0.692307692,0.359960552,0.242091793,0.236594255,0.149337842,0.344339623,0.240768095,0.151894158,0,0.254147813
Kadeem Allen,0.2,0.264900662,117,0.376068376,0.25,0.318181818,0.068181818,0.363636364,0,0.034188034,,0.464,,,0.444444444,0.64957265,0.414201183,0.781489298,0.42539169,0.763282302,0.772012579,0.70310192,0.067508515,0,0.018825764
Karl-Anthony Towns,0.7,0.582781457,1187,0.52401011,0.458199357,0.049839228,0.046623794,0.445337621,0.158098502,0.178601516,0.06,0.018,0.172,0.203,0.370682393,0.653748947,0.553755427,0.67847532,0.788659596,0.264958294,0.316037736,0.116691285,0.37928752,0.728938994,0.371122895
Kawhi Leonard,0.5,0.430463576,1643,0.61838101,0.283464567,0.293307087,0.136811024,0.286417323,0,0.096165551,0.13,0.332,0.013,0.109,0.405356056,0.67194157,0.322424583,0.661357214,0.683116329,0.552995392,0.671383648,0.508124077,0.127395101,0.452748941,0.116632654
Keita Bates-Diop,0.55,0.456953642,665,0.312781955,0.466346154,0.067307692,0.014423077,0.451923077,0,0.07518797,,,,,0.410526316,0.676691729,0.365914787,0.402521915,0.427195751,0.145969319,0.289308176,0.137370753,0.106896942,0.009360638,0.172234508
Kelan Martin,0.4,0.463576159,495,0.365656566,0.303867403,0.121546961,0.044198895,0.524861878,0,0.117171717,,0.085,,,0.4,0.727272727,0.358974359,0.391516872,0.423653624,0.141192141,0.286163522,0.140324963,0.039891395,0,0.06674589
Keldon Johnson,0.4,0.397350993,92,0.336956522,0.677419355,0.129032258,0.032258065,0.161290323,0,0.02173913,,,,,0.391304348,0.760869565,0.346989967,0.367292584,0.37078902,0.168816691,0.352201258,0.205317578,0.17170644,0.033830567,0.143648764
Kelly Olynyk,0.7,0.529801325,1089,0.291092746,0.283911672,0.097791798,0.034700315,0.58044164,0.160016921,0.220385675,,,0.144,0.031,0.406795225,0.65748393,0.423465423,0.581039025,0.514033064,0.199665654,0.27672956,0.081240768,0.192203995,0.091457474,0.188102054
Kelly Oubre Jr.,0.5,0.284768212,1933,0.427315054,0.458837772,0.123486683,0.046004843,0.370460048,0.027738219,0.047594413,0.031,0.151,,,0.383859286,0.659079152,0.28400122,0.4286291,0.499337054,0.188816185,0.353773585,0.202363368,0.116454807,0.006440584,0.182316762
Kemba Walker,0.15,0.158940397,1592,0.522613065,0.300480769,0.094951923,0.078125,0.521634615,0,0.031407035,0.071,0.488,,,0.416457286,0.658291457,0.380266718,0.760578654,0.430657747,0.753630791,0.797169811,0.686853767,0.039690936,0,0.049807863
Kendrick Nunn,0.25,0.198675497,1846,0.460455038,0.301176471,0.154117647,0.118823529,0.423529412,0.007261373,0.07475623,0.051,0.323,,,0.400325027,0.643553629,0.343153596,0.552198998,0.451982879,0.439600125,0.639937107,0.53028065,0.077016756,0.011802213,0.071590933
Kenrich Williams,0.45,0.331125828,779,0.183568678,0.27972028,0.027972028,0.020979021,0.657342657,0.068829239,0.174582798,,,,,0.432605905,0.734274711,0.447483625,0.465668087,0.41923762,0.13956091,0.238993711,0.1211226,0.040557105,0.003995394,0.163994395
Kent Bazemore,0.35,0.231788079,1604,0.308603491,0.36969697,0.103030303,0.068686869,0.448484848,0.008356917,0.034912718,0.053,0.225,,0.044,0.412094763,0.71446384,0.389650873,0.430007644,0.407214596,0.21544125,0.400943396,0.251107829,0.05170462,0.019404066,0.07003325
Kentavious Caldwell-Pope,0.4,0.291390728,1604,0.290523691,0.302575107,0.111587983,0.113733906,0.469957082,0.07521225,0.064837905,,0.103,0.021,,0.375311721,0.706982544,0.271836435,0.399646874,0.443124787,0.142820604,0.286163522,0.140324963,0.125568363,0.003880813,0.086511662
Kevin Hervey,0.6,0.463576159,20,0.55,0.090909091,0.090909091,0.090909091,0.727272727,0,0,,,,,0.35,0.7,0.435897436,0.430668559,0.475339367,0.194139194,0.226415094,0.067946824,0,0,0
Kevin Huerter,0.5,0.198675497,1760,0.346590909,0.22295082,0.157377049,0.072131148,0.545901639,0.03808095,0.060227273,0.022,0.291,,,0.405681818,0.715909091,0.31650641,0.458338261,0.516010114,0.273559774,0.479559748,0.35450517,0.040390038,0.001768416,0.067580214
Kevin Knox II,0.5,0.364238411,1166,0.343910806,0.291770574,0.10723192,0.104738155,0.493765586,0,0.056603774,0.03,0.175,,,0.380789022,0.675814751,0.332607644,0.414814683,0.456107091,0.166500167,0.323899371,0.162481536,0.044031068,0.016015843,0.056671039
Kevin Love,0.55,0.602649007,1780,0.408426966,0.225584594,0.133425034,0.104539202,0.536451169,0.158142911,0.216853933,0.052,0.024,0.111,0.213,0.378651685,0.614606742,0.441443388,0.636697122,0.657243856,0.239947319,0.303459119,0.085672083,0.17305694,0.664447544,0.211599471
Kevin Porter Jr.,0.35,0.284768212,1162,0.362306368,0.401425178,0.118764846,0.104513064,0.372921615,0.023071419,0.037865749,0.136,0.262,,,0.401032702,0.709122203,0.410653603,0.455300999,0.517834523,0.30073197,0.533018868,0.358936484,0.088365276,0.013392479,0.121314389
Kevon Looney,0.6,0.410596026,262,0.301526718,0.620253165,0.075949367,0.126582278,0.164556962,0.153486577,0.358778626,,,0.106,,0.404580153,0.687022901,0.490800548,0.531065164,0.591239356,0.192657216,0.279874214,0.106351551,0.34668972,0.308865331,0.39512548
Khem Birch,0.6,0.483443709,778,0.14781491,0.765217391,0.226086957,0,0.008695652,0.241211981,0.190231362,,,0.205,0.064,0.402313625,0.694087404,0.419220882,0.433053119,0.4176201,0.11478667,0.209119497,0.06351551,0.553300829,0.084011126,0.520926794
Khris Middleton,0.5,0.410596026,1653,0.514216576,0.210588235,0.247058824,0.168235294,0.372941176,0.04054596,0.075015124,0.126,0.255,0.01,0.087,0.38354507,0.692075015,0.253152776,0.634709538,0.518625849,0.43455234,0.551886792,0.404726736,0.174407207,0.237243759,0.086612181
Khyri Thomas,0.3,0.331125828,61,0.278688525,0.058823529,0.058823529,0.176470588,0.705882353,0,0.032786885,,,,,0.442622951,0.68852459,0.218579235,0.564811225,0.495049678,0.445565364,0.624213836,0.548005908,0.194225317,0,0.072216865
Kostas Antetokounmpo,0.65,0.264900662,5,0,,,,,0,0.8,,,,,0.2,0.4,1,0.198770104,0.111844557,0,0.149371069,0,0.789849624,0,0.440522876
Kris Dunn,0.3,0.298013245,1269,0.269503546,0.549707602,0.090643275,0.032163743,0.324561404,0,0.058313633,0.044,0.304,,,0.398739165,0.737588652,0.339657716,0.607483625,0.460069808,0.406942676,0.539308176,0.410635155,0.031120947,0.014715897,0.071164058
Kristaps Porzingis,0.9,0.529801325,1597,0.505948654,0.263613861,0.215346535,0.074257426,0.444306931,0.058754828,0.172824045,0.041,0.015,0.157,0.134,0.361928616,0.591108328,0.547340366,0.589962613,0.588987303,0.182347396,0.248427673,0.075332349,0.279439598,0.298183509,0.275844005
Ky Bowman,0.2,0.178807947,1015,0.316256158,0.327102804,0.190031153,0.14953271,0.330218069,0,0.074876847,0.064,0.334,,,0.426600985,0.75270936,0.410887963,0.810747025,0.581812079,0.64649308,0.643081761,0.586410635,0.042799733,0.009199248,0.052081522
Kyle Anderson,0.6,0.463576159,1140,0.245614035,0.460714286,0.217857143,0.096428571,0.221428571,0.094066627,0.070175439,0.033,0.129,0.058,,0.400877193,0.694736842,0.362910481,0.481523483,0.476320459,0.231604653,0.385220126,0.202363368,0.197462406,0.030032047,0.212532966
Kyle Guy,0.2,0.046357616,4,0.5,0,0,0.5,0.5,0,0,,,,,0.5,1,0.576923077,0.579746137,0.69902848,0,0.45754717,0.422451994,0,0,0
Kyle Korver,0.5,0.344370861,833,0.31092437,0.046332046,0.05019305,0.104247104,0.799227799,0.01609183,0.072028812,,0.045,0.042,,0.403361345,0.725090036,0.350909595,0.369064939,0.458522403,0.116530129,0.251572327,0.104874446,0.023704971,0.003736389,0.031730339
Kyle Kuzma,0.55,0.40397351,1327,0.443104748,0.370748299,0.136054422,0.091836735,0.396258503,0.070709465,0.140165787,0.095,0.11,0.033,0.048,0.406932931,0.702336096,0.394663111,0.470088051,0.495167122,0.237004894,0.40408805,0.246676514,0.20832507,0.136036101,0.156025435
Kyle Lowry,0.15,0.238410596,1901,0.389794845,0.28879892,0.056680162,0.071524966,0.574898785,0.056410287,0.095739085,0.063,0.285,0.016,,0.362440821,0.610205155,0.302809587,0.749352488,0.541572407,0.604578658,0.649371069,0.506646972,0.045704081,0.0032745,0.044029114
Kyle O'Quinn,0.6,0.59602649,258,0.279069767,0.444444444,0.097222222,0.138888889,0.319444444,0.415643237,0.248062016,,,0.131,,0.368217054,0.589147287,0.653448619,0.75373418,0.752132969,0.255842349,0.278301887,0.066469719,0.811279653,0.205081423,0.426863252
Kyrie Irving,0.25,0.231788079,658,0.632218845,0.319711538,0.240384615,0.098557692,0.338942308,0.020371572,0.048632219,0.129,0.479,,,0.396656535,0.647416413,0.29830099,0.780882552,0.451287688,0.749412695,0.772012579,0.672082718,0.090028453,0.028380658,0.117160339
