PLAYER,HEIGHT,WEIGHT,MIN,FGA,FGA (LESS THAN 8FT),FGA (8-16 FT),FGA (16-24 FT),FGA (24+ FT),OFF BOX OUTS,DEF BOX OUTS,ISO %,ROLL-HANDLE %,ROLL-MAN %,POST-UP %,DIST MILES OFF,DIST MILES DEF,DFGA,TOUCHES,FRONT CT TOUCHES,TIME OF POSS,AVG SEC/TOUCH,AVG DRIB/TOUCH,ELBOW TOUCHES,POST UPS,PAINT TOUCHES
Aaron Gordon,0.55,0.496688742,1914,0.379310345,0.422865014,0.180440771,0.085399449,0.303030303,0.098047503,0.053291536,0.055,0.138,0.025,0.141,0.412748171,0.666666667,0.303566166,0.533446065,0.504586075,0.300236162,0.452830189,0.280649926,0.220778239,0.294329469,0.293451759
Aaron Holiday,0.15,0.165562914,1368,0.362573099,0.358870968,0.125,0.106854839,0.407258065,0.019597214,0.070175439,0.07,0.358,,,0.393274854,0.709064327,0.43259859,0.568122154,0.415737991,0.496701155,0.702830189,0.638109306,0.017321264,0,0.033812063
Abdel Nader,0.4,0.430463576,756,0.291005291,0.431818182,0.054545455,0.036363636,0.477272727,0,0.097883598,,0.096,,,0.403439153,0.740740741,0.360534527,0.323395804,0.382431454,0.128398938,0.322327044,0.209748892,0.067910351,0.004116947,0.055356711
Adam Mokoka,0.4,0.198675497,112,0.25,0.428571429,0,0.035714286,0.535714286,0.359048957,0.107142857,,,,,0.401785714,0.75,0.388049451,0.331283507,0.389458725,0.10400314,0.231132075,0.122599705,0.070522288,0,0.176995798
Admiral Schofield,0.4,0.536423841,293,0.255972696,0.293333333,0.066666667,0.013333333,0.613333333,0.045749128,0.211604096,,,0.126,,0.389078498,0.675767918,0.3723637,0.477138703,0.404625359,0.132518221,0.218553459,0.069423929,0.067393313,0.063735403,0.135314194
Al Horford,0.6,0.529801325,1848,0.353896104,0.319571865,0.152905199,0.123853211,0.403669725,0.159577314,0.278138528,0.035,,0.185,0.23,0.379329004,0.617965368,0.490689866,0.605739702,0.669070117,0.2143095,0.286163522,0.096011817,0.664619137,0.446314517,0.26579167
Al-Farouq Aminu,0.55,0.397350993,380,0.226315789,0.5,0.011627907,0.069767442,0.418604651,0.317474867,0.131578947,,,,,0.444736842,0.684210526,0.435897436,0.569284552,0.432661838,0.214574899,0.300314465,0.129985229,0.124713099,0.147430051,0.197076023
Alec Burks,0.45,0.357615894,1612,0.434863524,0.330955777,0.164051355,0.115549215,0.386590585,0.016630886,0.02853598,0.071,0.358,,0.039,0.382754342,0.686104218,0.288222943,0.644071036,0.603280659,0.433561476,0.54245283,0.41211226,0.097996231,0.052130973,0.080616779
Alen Smailagic,0.65,0.364238411,139,0.287769784,0.575,0.075,0.025,0.325,0.192870423,0.287769784,,,,0.179,0.417266187,0.73381295,0.561704483,0.459983574,0.486805445,0.195535879,0.356918239,0.150664697,0.142059285,0.403046181,0.301076786
Alex Caruso,0.4,0.17218543,1032,0.251937984,0.434615385,0.111538462,0.046153846,0.403846154,0,0.13372093,0.029,0.246,0.032,,0.402131783,0.726744186,0.422505466,0.546360977,0.405328142,0.368713973,0.540880503,0.416543575,0.076535816,0.003015903,0.08537265
Alex Len,0.75,0.59602649,895,0.337430168,0.725165563,0.082781457,0.009933775,0.182119205,0.22465633,0.332960894,,,0.288,0.065,0.396648045,0.670391061,0.669101848,0.5796536,0.534854417,0.173532241,0.242138365,0.079763663,0.503032721,0.118236887,0.664475846
Alfonzo McKinnie,0.5,0.364238411,593,0.28836425,0.49122807,0.093567251,0.040935673,0.374269006,0.045209087,0.057335582,,0.066,,,0.409780776,0.725126476,0.278462403,0.383238593,0.35175396,0.130953925,0.278301887,0.134416544,0.066597776,0.010497174,0.215432772
Alize Johnson,0.5,0.344370861,54,0.277777778,0.866666667,0.133333333,0,0,0.248231377,0.074074074,,,,,0.37037037,0.666666667,0.315764482,0.398767184,0.341747257,0.14380681,0.327044025,0.129985229,0.219402673,0.057637263,0.326313241
Allen Crabbe,0.4,0.344370861,653,0.271056662,0.141242938,0.107344633,0.084745763,0.655367232,0,0.024502297,,,,,0.396630934,0.692189893,0.191424196,0.358171755,0.429051478,0.101083194,0.224842767,0.084194978,0.048382825,0,0.043849903
Allonzo Trier,0.35,0.264900662,291,0.364261168,0.245283019,0.103773585,0.150943396,0.5,0,0.020618557,0.081,0.289,,,0.39862543,0.701030928,0.317649132,0.525955258,0.522709956,0.413629898,0.625786164,0.487444609,0.067856497,0,0.030276486
Amile Jefferson,0.6,0.410596026,74,0.189189189,0.642857143,0.285714286,0.071428571,0,0.181141816,0.216216216,,,,,0.445945946,0.675675676,0.367290367,0.501402064,0.362739103,0.20988021,0.297169811,0.091580502,0.213472871,0.126178872,0.416710828
Amir Coffey,0.5,0.331125828,98,0.336734694,0.454545455,0.272727273,0.060606061,0.212121212,0,0.020408163,,,,,0.397959184,0.693877551,0.303506018,0.436077269,0.359500361,0.356582193,0.641509434,0.490398818,0,0,0.089902628
Andre Drummond,0.65,0.78807947,1878,0.417465389,0.87755102,0.072704082,0.005102041,0.042091837,0.45680918,0.090521832,0.063,,0.167,0.157,0.357827476,0.631522897,0.534870703,0.631343808,0.608355776,0.287383898,0.366352201,0.194977843,0.643487713,0.432555686,0.770563177
Andre Iguodala,0.45,0.364238411,259,0.196911197,0.352941176,0.058823529,0.117647059,0.450980392,0,0.162162162,,,,,0.359073359,0.687258687,0.378180378,0.455354936,0.416718136,0.224871653,0.393081761,0.205317578,0.228720934,0.048068142,0.187094658
Andrew Wiggins,0.5,0.245033113,1859,0.526089295,0.421267894,0.143149284,0.09406953,0.341513292,0.050474159,0.035502959,0.091,0.364,,0.04,0.403442711,0.64873588,0.390684266,0.631915715,0.666314399,0.45741241,0.581761006,0.434268833,0.093473328,0.093757441,0.146919948
Anfernee Simons,0.3,0.139072848,1400,0.375,0.302857143,0.16952381,0.112380952,0.40952381,0,0.02,0.117,0.313,,,0.427857143,0.721428571,0.410714286,0.488643173,0.363894255,0.371637886,0.61163522,0.496307238,0.033850698,0,0.048772176
Ante Zizic,0.65,0.701986755,221,0.325791855,0.833333333,0.152777778,0.013888889,0,0.606538207,0.371040724,,,0.258,0.213,0.371040724,0.705882353,0.567351201,0.454203179,0.427640953,0.140553263,0.256289308,0.070901034,0.679056238,0.366166139,0.817259634
Anthony Davis,0.65,0.61589404,1889,0.526204341,0.494969819,0.183098592,0.126760563,0.192152918,0.149017672,0.082583377,0.081,0.029,0.128,0.225,0.340921122,0.645844362,0.461579183,0.622406123,0.684448426,0.283654937,0.366352201,0.163958641,0.386771256,0.818882399,0.488562957
Anthony Tolliver,0.55,0.529801325,732,0.211748634,0.174193548,0.025806452,0.019354839,0.780645161,0.109872905,0.281420765,,,0.19,,0.405737705,0.653005464,0.442062491,0.396906606,0.368995362,0.111391341,0.221698113,0.047267356,0.151064136,0.021259646,0.132397586
Antonius Cleveland,0.4,0.231788079,22,0.272727273,0.5,0.166666667,0.166666667,0.166666667,0,0,,,,,0.363636364,0.636363636,0,0.346341848,0.279611392,0.176490176,0.389937107,0.289512555,0.179511278,0,0.300356506
Anzejs Pasecniks,0.85,0.456953642,405,0.261728395,0.745283019,0.188679245,0.047169811,0.018867925,0.397170204,0.340740741,,,0.224,,0.414814815,0.70617284,0.592592593,0.576678697,0.55646119,0.162981052,0.231132075,0.0605613,0.409551657,0.084534652,0.532978294
Aron Baynes,0.65,0.662251656,934,0.407922912,0.472440945,0.073490814,0.01312336,0.440944882,0.416199504,0.372591006,,,0.263,0.09,0.362955032,0.64882227,0.576923077,0.522463175,0.574790014,0.149657623,0.226415094,0.048744461,0.469343192,0.15995266,0.502309275
Austin Rivers,0.3,0.264900662,1402,0.308131241,0.400462963,0.055555556,0.006944444,0.537037037,0.019121961,0.075606277,0.201,0.149,,,0.346647646,0.701854494,0.269121036,0.428636435,0.399273899,0.271407147,0.507861635,0.388478582,0.030985542,0,0.043989446
Avery Bradley,0.3,0.132450331,1186,0.322934233,0.237597911,0.101827676,0.208877285,0.449086162,0.022604544,0.087689713,,0.152,0.023,,0.391231029,0.768971332,0.314134994,0.390221804,0.441342771,0.163692407,0.33490566,0.23929099,0.066597776,0,0.109573565
BJ Johnson,0.5,0.264900662,46,0.391304348,0.277777778,0.166666667,0.222222222,0.333333333,0,0,,,,,0.456521739,0.739130435,0.392976589,0.352888953,0.401181563,0.168816691,0.43081761,0.243722304,0.17170644,0,0.143648764
Bam Adebayo,0.6,0.629139073,2234,0.321844226,0.724617524,0.210013908,0.0472879,0.016689847,0.162005975,0.324082363,0.076,0.047,0.178,0.065,0.375559534,0.658907789,0.423524551,0.631129187,0.642580522,0.335441938,0.427672956,0.214180207,0.896270724,0.280033504,0.509736631
Ben McLemore,0.3,0.231788079,1437,0.327070285,0.168085106,0.00212766,0,0.827659574,0.00932811,0.076548365,,,0.085,,0.375782881,0.748782185,0.348750067,0.384537849,0.387214106,0.102676261,0.213836478,0.078286558,0.074202992,0.00216591,0.067442611
Ben Simmons,0.65,0.529801325,1930,0.319689119,0.897893031,0.085899514,0.006482982,0.006482982,0.111125342,0.022797927,0.049,0.149,0.035,0.114,0.393264249,0.641450777,0.32483061,0.854642788,0.470848199,0.784603997,0.738993711,0.561299852,0.311028868,0.325755057,0.357211555
Bismack Biyombo,0.55,0.629139073,1029,0.270165209,0.888489209,0.097122302,0.014388489,0,0.403828305,0.246841594,,,0.249,0.043,0.38483965,0.67249757,0.483043034,0.557290331,0.528245429,0.158480975,0.226415094,0.045790251,0.521960879,0.096790272,0.785577723
Blake Griffin,0.6,0.59602649,512,0.48828125,0.488,0.04,0.024,0.448,0,0.1015625,0.093,0.202,0.078,0.166,0.3359375,0.56640625,0.306991186,0.685213347,0.758009008,0.364010989,0.43081761,0.285081241,0.123414004,0.425525102,0.167777267
Boban Marjanovic,0.95,0.860927152,337,0.513353116,0.676300578,0.190751445,0.046242775,0.086705202,0.437535425,0.243323442,,,0.19,0.321,0.382789318,0.652818991,0.537168074,0.586873156,0.610664643,0.184345822,0.248427673,0.0605613,0.468753486,0.720380267,1
Bobby Portis,0.65,0.59602649,1394,0.422525108,0.363327674,0.174872666,0.146010187,0.315789474,0.375018136,0.332855093,0.043,,0.158,0.205,0.397417504,0.675753228,0.408987235,0.637376159,0.621403223,0.217257635,0.273584906,0.107828656,0.240807812,0.444311351,0.273351713
Bogdan Bogdanovic,0.45,0.397350993,1510,0.423178808,0.189358372,0.136150235,0.079812207,0.594679186,0.026631446,0.084768212,0.064,0.246,,0.014,0.414569536,0.683443709,0.326625913,0.538390547,0.57922148,0.349707687,0.523584906,0.360413589,0.034000149,0.037101602,0.048136606
Bojan Bogdanovic,0.55,0.437086093,2083,0.448871819,0.348663102,0.13368984,0.028877005,0.487700535,0.019305561,0.089294287,0.095,0.138,0.023,0.045,0.404704753,0.651944311,0.254994645,0.445157242,0.605936545,0.219956072,0.399371069,0.279172821,0.049294504,0.095628603,0.059215749
Brad Wanamaker,0.3,0.331125828,1215,0.261728395,0.471698113,0.150943396,0.094339623,0.283018868,0,0.039506173,0.034,0.31,,,0.395884774,0.64691358,0.3558088,0.667474917,0.408715911,0.559248707,0.672955975,0.59084195,0.04875615,0,0.045321284
Bradley Beal,0.3,0.311258278,2053,0.634680955,0.353798926,0.161933998,0.115118956,0.36838066,0.006529223,0.02825134,0.092,0.322,,0.011,0.409157331,0.673161227,0.307992057,0.726951874,0.844690625,0.486057213,0.539308176,0.429837518,0.101953312,0.040932844,0.084757202
Brandon Clarke,0.55,0.364238411,1086,0.375690608,0.632352941,0.215686275,0.026960784,0.125,0.160458957,0.167587477,0.022,,0.237,0.02,0.430018416,0.714548803,0.4782311,0.578373415,0.575185865,0.160888835,0.226415094,0.093057607,0.552749277,0.065916648,0.55369588
Brandon Goodwin,0.15,0.132450331,430,0.441860465,0.321052632,0.184210526,0.036842105,0.447368421,0,0.074418605,0.047,0.289,,,0.425581395,0.725581395,0.442456768,0.738068836,0.466885999,0.686259477,0.75,0.644017725,0.073474384,0,0.076835385
Brandon Ingram,0.5,0.198675497,1918,0.524504692,0.345924453,0.210735586,0.093439364,0.347912525,0,0.03649635,0.132,0.226,0.011,0.033,0.404066736,0.671532847,0.332811957,0.634585821,0.606456408,0.425122323,0.537735849,0.372230428,0.086479886,0.10872347,0.113690732
Brandon Knight,0.25,0.145695364,462,0.361471861,0.107784431,0.101796407,0.005988024,0.784431138,0,0.060606061,,0.442,,,0.424242424,0.640692641,0.244200244,0.638186842,0.42849538,0.588300588,0.742138365,0.698670606,0,0.006736823,0.019070254
Brian Bowen II,0.45,0.198675497,29,0.310344828,0.555555556,0.111111111,0.111111111,0.222222222,0,0,,,,,0.413793103,0.75862069,0.309460654,0.319859938,0.347103797,0.133889099,0.352201258,0.190546529,0,0.107324558,0.15190444
Brook Lopez,0.75,0.80794702,1622,0.352034525,0.34676007,0.143607706,0.012259194,0.49737303,0.082641766,0.310727497,0.019,,0.164,0.158,0.364981504,0.648581998,0.747336305,0.409917385,0.44786091,0.117297417,0.231132075,0.064992614,0.243480155,0.287830966,0.234927428
Bruce Brown,0.35,0.278145695,1634,0.273561812,0.695749441,0.078299776,0.011185682,0.214765101,0,0.048959608,0.043,0.295,,,0.417992656,0.671970624,0.409487493,0.646347503,0.438411497,0.572674979,0.712264151,0.610044313,0.087009139,0.013333467,0.17119463
Bruno Caboclo,0.6,0.38410596,220,0.35,0.558441558,0.025974026,0.064935065,0.350649351,0.18278856,0.418181818,,,0.274,,0.422727273,0.709090909,0.512820513,0.505960265,0.516010114,0.141192141,0.232704403,0.078286558,0.502631579,0.084883968,0.460546643
Bruno Fernando,0.6,0.529801325,713,0.279102384,0.743718593,0.060301508,0.010050251,0.185929648,0.620404368,0.322580645,,,0.202,0.087,0.409537167,0.712482468,0.62142626,0.578003762,0.549026576,0.17426239,0.238993711,0.078286558,0.387724219,0.117861331,0.599308821
Bryn Forbes,0.25,0.298013245,1579,0.367954402,0.12908778,0.068846816,0.146299484,0.65404475,0,0.059531349,,0.138,,,0.426219126,0.670044332,0.316574918,0.36380342,0.479536194,0.154917913,0.339622642,0.196454948,0.015006643,0,0.015344369
Buddy Hield,0.35,0.397350993,2045,0.519315403,0.189265537,0.106403013,0.122410546,0.580979284,0.02621906,0.029339853,0.063,0.267,0.01,,0.423471883,0.732518337,0.363488183,0.576060709,0.549651734,0.37403835,0.523584906,0.403249631,0.056004008,0.003043924,0.089397063
CJ McCollum,0.3,0.198675497,2229,0.543741588,0.287128713,0.194719472,0.140264026,0.377887789,0.006013681,0.02960969,0.133,0.373,,,0.421713773,0.661283087,0.359595541,0.584836518,0.402419626,0.540001348,0.742138365,0.617429838,0.037206914,0.00418898,0.054348942
CJ Miles,0.45,0.397350993,161,0.366459627,0.271186441,0.06779661,0.06779661,0.593220339,0,0.02484472,,,,,0.378881988,0.670807453,0.301003344,0.345687138,0.448072914,0.09646668,0.246855346,0.150664697,0.098117966,0,0.068404173
Caleb Martin,0.4,0.298013245,317,0.264984227,0.452380952,0,0.107142857,0.44047619,0.042285471,0.107255521,,0.11,,,0.429022082,0.744479495,0.37450457,0.407572769,0.527468809,0.171479414,0.349056604,0.193500739,0.06229098,0.029455005,0.125069586
Caleb Swanigan,0.6,0.662251656,288,0.163194444,0.765957447,0.14893617,0.042553191,0.042553191,0.418890449,0.416666667,,,0.134,,0.388888889,0.708333333,0.616096866,0.445162212,0.413591851,0.161782662,0.294025157,0.100443131,0.438805347,0.162104801,0.397694263
Cam Reddish,0.55,0.38410596,1551,0.35718891,0.344765343,0.101083032,0.102888087,0.451263538,0,0.036105738,0.035,0.214,,,0.407479046,0.762088975,0.331878523,0.382759538,0.386155772,0.210286168,0.443396226,0.313146233,0.045832667,0.004013426,0.062485514
Cameron Johnson,0.55,0.331125828,996,0.326305221,0.190769231,0.058461538,0.046153846,0.701538462,0.013458328,0.120481928,,0.04,,,0.418674699,0.690763052,0.300818659,0.377849462,0.427839118,0.109154567,0.231132075,0.098966027,0.099127714,0,0.112784471
Caris LeVert,0.45,0.298013245,1131,0.538461538,0.428571429,0.213464696,0.049261084,0.308702791,0,0.049513705,0.16,0.404,,,0.392572944,0.648983201,0.323176676,0.596368895,0.524611294,0.545855559,0.73427673,0.649926145,0.12570551,0.008255735,0.126587033
Carmelo Anthony,0.55,0.516556291,1623,0.41836106,0.259204713,0.265095729,0.191458027,0.282768778,0.1073681,0.134319162,0.131,0.056,0.096,0.288,0.330252619,0.593961799,0.264546503,0.411093643,0.436214445,0.193780342,0.380503145,0.171344165,0.165464493,0.525447281,0.118069902
Carsen Edwards,0.1,0.264900662,316,0.357594937,0.185840708,0.079646018,0.132743363,0.601769912,0,0.050632911,,0.217,,,0.398734177,0.708860759,0.268987342,0.464425929,0.407029242,0.258033106,0.444968553,0.347119645,0.012497621,0.009849406,0.013940597
Cedi Osman,0.5,0.463576159,1910,0.318848168,0.362889984,0.088669951,0.022988506,0.522167488,0.042108359,0.063874346,,,,,0.397382199,0.681675393,0.324405961,0.452869757,0.543705084,0.235813053,0.418238994,0.246676514,0.066165414,0.021183957,0.081877288
Chandler Hutchison,0.5,0.331125828,527,0.332068311,0.691428571,0.085714286,0.005714286,0.217142857,0.025435473,0.10626186,,0.11,,,0.430740038,0.728652751,0.364180412,0.441920883,0.414907227,0.206295918,0.374213836,0.23338257,0.164864248,0.005905905,0.171360891
Chandler Parsons,0.6,0.463576159,54,0.333333333,0.166666667,0,0.055555556,0.777777778,0,0.111111111,,,,,0.407407407,0.666666667,0.159069326,0.521464779,0.642070604,0.14380681,0.268867925,0.103397341,0,0,0.08157831
Charles Brown Jr.,0.45,0.258278146,40,0.475,0.421052632,0.105263158,0,0.473684211,0,0.2,,,,,0.35,0.7,0.294871795,0.438950646,0.517281075,0.194139194,0.273584906,0.166912851,0,0,0.165196078
Chasson Randle,0.25,0.165562914,40,0.1,0,0.25,0.25,0.5,0,0.1,,,,,0.425,0.75,0.048076923,0.422386471,0.181747405,0.388278388,0.709119497,0.581979321,0,0,0
Cheick Diallo,0.55,0.390728477,467,0.293361884,0.766423358,0.138686131,0.080291971,0.01459854,0.459254626,0.231263383,,,0.227,0.081,0.402569593,0.672376874,0.563333882,0.599431613,0.522100929,0.191229185,0.261006289,0.06351551,0.498941411,0.226599602,0.57541532
Chimezie Metu,0.6,0.430463576,73,0.479452055,0.542857143,0.2,0.228571429,0.028571429,0,0.164383562,,,,,0.383561644,0.630136986,0.528626625,0.59903319,0.628168059,0.212755281,0.297169811,0.110782866,0.703290761,0.170543133,0.663801594
Chris Boucher,0.6,0.264900662,724,0.359116022,0.569230769,0.026923077,0.023076923,0.380769231,0.14811596,0.124309392,,,0.284,,0.388121547,0.687845304,0.64120272,0.490519226,0.470395961,0.155525874,0.254716981,0.070901034,0.349104806,0.064483678,0.505019319
Chris Chiozza,0.1,0.099337748,248,0.318548387,0.35443038,0.075949367,0.050632911,0.518987342,0,0.032258065,,0.226,,,0.411290323,0.709677419,0.326716294,0.753402814,0.4645157,0.641911852,0.682389937,0.601181684,0.031848775,0,0.079933586
Chris Clemons,0,0.132450331,251,0.501992032,0.206349206,0.023809524,0.023809524,0.746031746,0,0.071713147,,,,,0.378486056,0.669322709,0.439268567,0.518702861,0.380984447,0.371262204,0.583333333,0.53323486,0.015734056,0.012400049,0.070202849
Chris Paul,0.2,0.099337748,2003,0.401897154,0.149068323,0.351552795,0.152795031,0.332919255,0,0.031952072,0.169,0.493,,,0.373939091,0.588117823,0.261146741,0.748571718,0.502546686,0.742439454,0.798742138,0.654357459,0.025631665,0.052831759,0.031890073
Chris Silva,0.55,0.490066225,307,0.2247557,0.869565217,0.072463768,0.028985507,0.028985507,0.742268419,0.332247557,,,0.152,,0.397394137,0.684039088,0.583813581,0.560052573,0.47907359,0.189712568,0.268867925,0.070901034,0.450240014,0.121657805,0.695940048
Christian Wood,0.65,0.357615894,1325,0.383396226,0.618110236,0.066929134,0.039370079,0.273622047,0.171982192,0.166037736,0.052,,0.197,0.066,0.403018868,0.662641509,0.568940493,0.575808239,0.5562684,0.213919414,0.298742138,0.106351551,0.336803802,0.157382352,0.467120483
Clint Capela,0.65,0.529801325,1279,0.303362002,0.969072165,0.030927835,0,0,0.167687185,0.223612197,,,0.17,0.032,0.38702111,0.694292416,0.652452838,0.551448464,0.420619483,0.148754035,0.216981132,0.039881832,0.472427648,0.05353641,0.828348332
Coby White,0.35,0.231788079,1674,0.47311828,0.345959596,0.071969697,0.107323232,0.473484848,0,0.015531661,0.059,0.344,,,0.405615293,0.708482676,0.242471587,0.602801411,0.515460428,0.470851331,0.628930818,0.502215657,0.018873348,0.0055778,0.031578701
Cody Martin,0.4,0.298013245,903,0.22923588,0.531400966,0.028985507,0.06763285,0.371980676,0.074222007,0.07530454,,0.132,,,0.435215947,0.755260244,0.444955561,0.472895283,0.503486294,0.236492928,0.40408805,0.259970458,0.096216455,0.01034024,0.136596241
Cody Zeller,0.75,0.529801325,1341,0.357196122,0.784968685,0.054279749,0.004175365,0.1565762,0.289880937,0.283370619,0.021,,0.244,0.054,0.424310216,0.67114094,0.522763342,0.672201657,0.632618168,0.214262496,0.256289308,0.093057607,0.550715435,0.113727216,0.589663357
Collin Sexton,0.2,0.198675497,2143,0.506766216,0.47145488,0.225598527,0.068139963,0.23480663,0.012510027,0.020531965,0.091,0.37,,,0.414372375,0.640223985,0.348899817,0.627939153,0.451971004,0.548989042,0.702830189,0.601181684,0.129000172,0.010166535,0.126421637
Cory Joseph,0.3,0.264900662,1538,0.239921977,0.311653117,0.197831978,0.127371274,0.363143631,0.017431072,0.058517555,0.063,0.385,,,0.410923277,0.723016905,0.317428562,0.632411168,0.408690773,0.585699519,0.743710692,0.710487445,0.061626759,0.01214205,0.061581546
Courtney Lee,0.4,0.364238411,345,0.237681159,0.243902439,0.085365854,0.097560976,0.573170732,0,0.092753623,0.104,0.104,,,0.382608696,0.672463768,0.276477146,0.307277456,0.343638349,0.157562245,0.405660377,0.264401773,0.011447096,0,0.051075116
Cristiano Felicio,0.65,0.728476821,386,0.139896373,0.888888889,0.055555556,0.018518519,0.037037037,0.659806718,0.18134715,,,0.226,,0.396373057,0.720207254,0.503852797,0.430840208,0.396961251,0.150885384,0.272012579,0.067946824,0.255780319,0.016126488,0.473619154
D'Angelo Russell,0.35,0.218543046,1452,0.582644628,0.163120567,0.187943262,0.139479905,0.507092199,0,0.026170799,0.095,0.425,,,0.39600551,0.679063361,0.312742813,0.853077846,0.607750381,0.71665708,0.676100629,0.550960118,0.067996696,0.027865949,0.05157637
D.J. Augustin,0.1,0.152317881,1215,0.326748971,0.312342569,0.173803526,0.075566751,0.428211587,0.011032506,0.039506173,0.065,0.553,,,0.418930041,0.630452675,0.264113116,0.722825166,0.390305285,0.897993639,1,1,0.01950246,0.005123312,0.025379919
D.J. Wilson,0.65,0.470198675,280,0.360714286,0.306930693,0.099009901,0.04950495,0.544554455,0.047873194,0.264285714,,,0.122,,0.403571429,0.657142857,0.466117216,0.592760846,0.55722556,0.221873365,0.29245283,0.103397341,0.239775779,0.10004182,0.180929038
DaQuan Jeffries,0.4,0.463576159,19,0.368421053,0.428571429,0,0,0.571428571,0.705499704,0.315789474,,,,,0.421052632,0.736842105,0.094466937,0.383591429,0.529790006,0.204357046,0.27672956,0.155096012,0.415710328,0,0.115927073
Damian Jones,0.7,0.562913907,887,0.200676437,0.91011236,0.016853933,0.02247191,0.050561798,0.392916408,0.243517475,,,0.349,,0.399098083,0.732807215,0.59679704,0.403366615,0.377018292,0.113813282,0.226415094,0.048744461,0.298308483,0.028071361,0.60093876
Damian Lillard,0.25,0.231788079,2140,0.542990654,0.364888124,0.072289157,0.069707401,0.490533563,0.012527565,0.01682243,0.181,0.519,,,0.39953271,0.614018692,0.276419842,0.735789957,0.362972172,0.892677416,0.977987421,0.844903988,0.036908861,0.005817593,0.04322888
Damion Lee,0.4,0.331125828,1423,0.359100492,0.264187867,0.170254403,0.097847358,0.465753425,0.009419884,0.075895994,,0.098,,,0.450456781,0.746310611,0.305872389,0.547095039,0.585946009,0.2510303,0.367924528,0.251107829,0.111011894,0.008748875,0.094419871
Damyean Dotson,0.4,0.331125828,836,0.346889952,0.168965517,0.075862069,0.193103448,0.562068966,0.016034084,0.045454545,0.044,0.169,,,0.391148325,0.679425837,0.280026991,0.408556574,0.523100738,0.190423611,0.372641509,0.249630724,0.061411753,0,0.023712356
Daniel Gafford,0.65,0.490066225,609,0.220032841,0.992537313,0.007462687,0,0,0.176085312,0.23316913,,,0.257,,0.397372742,0.742200328,0.522504316,0.344339014,0.351695117,0.108386414,0.246855346,0.06351551,0.415027717,0.076660398,0.611234532
Daniel Theis,0.55,0.562913907,1382,0.276410999,0.646596859,0.104712042,0.036649215,0.206806283,0.397673133,0.283646889,,,0.276,,0.371924747,0.701881331,0.612638688,0.491172146,0.578241215,0.146096065,0.238993711,0.05760709,0.485797526,0.031529501,0.541887763
Danilo Gallinari,0.65,0.483443709,1690,0.443195266,0.220293725,0.104138852,0.138851802,0.535380507,0.02379496,0.101775148,0.092,0.11,0.074,0.145,0.392307692,0.610650888,0.328250645,0.584156716,0.655514991,0.268808115,0.369496855,0.159527326,0.119178494,0.340707842,0.108175736
Danny Green,0.45,0.364238411,1529,0.277959451,0.183529412,0.068235294,0.044705882,0.703529412,0.078901537,0.071942446,,0.028,,,0.423806409,0.75735775,0.486995019,0.496383593,0.467421006,0.157444474,0.256289308,0.109305761,0.067155298,0.00610676,0.100839115
Dante Exum,0.4,0.357615894,486,0.244855967,0.596638655,0.042016807,0,0.352941176,0,0.028806584,,0.341,,,0.41563786,0.720164609,0.365094439,0.459434328,0.385472495,0.327559957,0.566037736,0.420974889,0.056882175,0,0.08157831
Danuel House Jr.,0.45,0.397350993,1739,0.277170788,0.307053942,0.041493776,0.010373444,0.636929461,0.023124487,0.102357677,,0.026,0.072,,0.376078206,0.74640598,0.389997199,0.346904696,0.344409202,0.107172873,0.25,0.11816839,0.097652484,0.001789771,0.103861058
Dario Saric,0.65,0.430463576,1441,0.326162387,0.417021277,0.059574468,0.068085106,0.455319149,0.111626601,0.179042332,0.026,0.022,0.101,0.092,0.40943789,0.684247051,0.462908593,0.601873852,0.567372457,0.172448417,0.232704403,0.070901034,0.389169489,0.157672511,0.350033791
Darius Bazley,0.55,0.317880795,909,0.253025303,0.495652174,0.052173913,0.02173913,0.430434783,0,0.125412541,0.034,,0.055,,0.381738174,0.704070407,0.540464303,0.36699944,0.321753043,0.140959151,0.308176101,0.159527326,0.073858326,0.006847992,0.072693544
Darius Garland,0.2,0.21192053,1824,0.383223684,0.290414878,0.190271817,0.097281831,0.422031474,0,0.037280702,0.065,0.416,,,0.418859649,0.648026316,0.33492184,0.639863922,0.411139119,0.608813701,0.76572327,0.675036928,0.038972843,0.008531832,0.032604489
Daryl Macon,0.25,0.165562914,14,0.214285714,0,0,0.333333333,0.666666667,0,0,,,,,0.357142857,0.714285714,0.173992674,0.473262153,0.479333815,0.277341706,0.636792453,0.516986706,0,0,0
David Nwaba,0.4,0.390728477,268,0.264925373,0.577464789,0.028169014,0,0.394366197,0.15005031,0.21641791,,,,,0.376865672,0.71641791,0.487466514,0.265768485,0.246224957,0.115903997,0.36163522,0.225997046,0.044208001,0.011613478,0.090405814
Davis Bertans,0.65,0.430463576,1583,0.385344283,0.144262295,0.045901639,0.036065574,0.772131148,0.033871117,0.13013266,,0.031,0.055,,0.41692988,0.660770689,0.421465248,0.440943998,0.452182668,0.139809653,0.256289308,0.11816839,0.057380105,0.011796888,0.089050739
